	no match	probability was too low
флавий.полдн.иерус	no match	probability was too low
флавий.полог.иерус	no match	probability was too low
флавий.полон иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус.(арх.)	Флавий. Полон.Иерус. (Арх.)	96
флавий.полон.иерус.(м.)	Флавий.Полон.Иерус.(М.)	100
флавий.полон.иерус.i	Флавий.Полон.Иерус.I	100
флавий.полон.иерус.1	Флавий. Полон.Иерус.1	98
флавий.полон.иерус.2	Флавий.Полон.Иерус.2	100
флавий.полон.иерус.3	Флавий.Полон.Иерус.3	100
флавий.полон.иерусл	no match	probability was too low
флавий.полон.исрус	no match	probability was too low
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус	Флавий. Полон.Иерус.1	95
флавий.полон.иерус.2	Флавий.Полон.Иерус.2	100
флор.соб.(лет.)	Флор.соб. (лет.)	96
фомка сапожник.кн.п.торопец	no match	probability was too low
фрол скобеев	Фрол Скобеев1	96
фрол скобеев (покр.)	Фрол Скобеев (Покр.)	100
фрол скобеев,3	no match	probability was too low
фрол скобеев1	Фрол Скобеев1	100
фрол скобеев2	Фрол Скобеев2	100
фрол.скобеев (покр.)	Фрол Скобеев (Покр.)	100
фрол.скобеев1	Фрол Скобеев1	100
фуфае, не ручивался.хоз.мор	no match	probability was too low
х.-дан.иг	Х.Дан.иг.	95
х.ант.новг	Х.Ант.Новг.	100
х.арс.сел	Х.Арс.Сел.	100
х.афан.ник	no match	probability was too low
х.афан.никит	Х.Афан.Никит.	100
х.афан.никитина	no match	probability was too low
х.варе	no match	probability was too low
х.варс	Х.Варс.	100
х.варс	Х.Варс.	100
х.вас.гаг	Х.Вас.Гаг.	100
х.вас.гаг	Х.Вас.Гаг.	100
х.вас.познякова	Х.Вас.Познякова	100
х.гр	no match	probability was too low
х.гр.короб	no match	probability was too low
х.грефения	Х.Грефения	100
х.грифения	no match	probability was too low
х.дав.иг	no match	probability was too low
х.дан.иг	Х.Дан.иг.	100
х.дан.иг	Х.Дан.иг.	100
х.дан.иг·	Х.Дан.иг.	100
х.зое	no match	probability was too low
х.зос	Х.Зос.	100
х.игн.см	Х.Игн.См.	100
х.ио.бог	Х.Ио.Бог.	100
х.ионы мал	Х.Ионы Мал.	100
х.ионы.мал	Х.Ионы Мал.	100
х.кетова	no match	probability was too low
х.котова	Х.Котова	100
х.котова, из	no match	probability was too low
х.котова, по	no match	probability was too low
х.котова	Х.Котова	100
х.котова1	Х.Котова	94
х.нечаева	no match	probability was too low
х.рад	Х.Рад.	100
х.рад	Х.Рад.	100
х.сим.сузд	Х.Сим.Сузд.	100
х.стеф.новг	Х.Стеф.Новг.	100
х.тр.короб	Х.Тр.Короб.	100
х.тр.короб.(вар.)	no match	probability was too low
х.тр..короб	Х.купц.Тр.Короб.	95
х.г.вас	Х.г.Вас.	100
х.ант.новг	Х.Ант.Новг.	100
х.афан.никит	Х.Афан.Никит.	100
х.вас.познякова	Х.Вас.Познякова	100
х.вас.гаг	Х.Вас.Гаг.	100
х.грефения	Х.Грефения	100
х.дан.иг	Х.Дан.иг.	100
х.дан.иг	Х.Дан.иг.	100
х.зос	Х.Зос.	100
х.игн.см	Х.Игн.См.	100
х.рад	Х.Рад.	100
х.стеф.новг	Х.Стеф.Новг.	100
х.тр.короб	Х.Тр.Короб.	100
х.тр.короб	Х.Тр.Короб.	100
х.г.вас	Х.г.Вас.	100
хан.ярл	Хан.ярл.	100
хан.ярл., 110	no match	probability was too low
хан.ярл	Хан.ярл.	100
ханск.ярл	no match	probability was too low
хворосты мисенныя.кн.расх.кушаньям адр	no match	probability was too low
хив.д	no match	probability was too low
хлебн.л	no match	probability was too low
хлебн.списку	no match	probability was too low
хован	no match	probability was too low
хож.богор	no match	probability was too low
хож.ио.богосл., сп	no match	probability was too low
хожд.ио.богосл	no match	probability was too low
хоз.мор	Хоз.Мор. I	95
хоз.мор	Хоз.Мор. I	95
хоз.мор.i	А.хоз.Мор. I	95
хоз.мор.ii	А.хоз.Мор. II	95
хоз.мор.іі	no match	probability was too low
хоз.мор.и	no match	probability was too low
хоз.мор.1	no match	probability was too low
хоз.мор.ii	А.хоз.Мор. II	95
хоз.мор.і	no match	probability was too low
хоз.мор.іi	no match	probability was too low
хоз.мор.іі	no match	probability was too low
хоз.мор	Хоз.Мор. I	95
хоз.мор.ii	А.хоз.Мор. II	95
хоз.мор.ii	А.хоз.Мор. II	95
хоз.мор.і	no match	probability was too low
хоз.мор.іі	no match	probability was too low
холмог.арх.д	no match	probability was too low
хон	no match	probability was too low
хр.тр.короб	Х.Тр.Короб.	95
христ	no match	probability was too low
хрои.г.амарт	no match	probability was too low
хрон г.амарт	Хрон.Г.Амарт.	100
хрон.амарт	Хрон.Г.Амарт.	95
хрон.г .амарт	Хрон.Г.Амарт.	96
хрон.г амарт	Хрон.Г.Амарт.	100
хрон.г.амарг	no match	probability was too low
хрон.г.амарт	Хрон.Г.Амарт.	100
хрон.г.амарт	Хрон.Г.Амарт.	100
хрон.г.амарт.(увар.)	Хрон.Г.Амарт. (Увар.)	97
хрон.г.амарт.1	Хрон.Г.Амарт.1	100
хрон.г..амарт	Хрон.Г.Амарт.	96
хрон.г.амарт	Хрон.Г.Амарт.	100
хрон.г· амарт	Хрон.Г.Амарт.	96
хрон.гамарт	Хрон.Г.Амарт.	96
хрон.гг амарт	Хрон.Г.Амарт.	96
хрон.и.maлалы	no match	probability was too low
хрон.и.малал	no match	probability was too low
хрон.и.малалы	Хрон.И.Малалы1	96
хрон.и.малалы, v	Хрон.И.Малалы, V	100
хрон.и.малалы	Хрон.И.Малалы1	96
хрон.и.малалы1	Хрон.И.Малалы1	100
хрон.и.малалы	Хрон.И.Малалы1	96
хрон.ио.малалы	no match	probability was too low
хрон.г.амарт	Хрон.Г.Амарт.	100
хрон.г.амарт.(ув.)	Г.Амарт. (Ув.)	95
хрон.г.амарт	Хрон.Г.Амарт.	100
хрон.г.малалы	no match	probability was too low
хрон.георг.амарт.(увар.)	no match	probability was too low
хрон.и.малалы	Хрон.И.Малалы1	96
хрон.и.малалы	Хрон.И.Малалы1	96
хронх.амарт	no match	probability was too low
хроногр	no match	probability was too low
хроногр	no match	probability was too low
хроногр.(больш.)	Хроногр. (Больш.)	97
хроногр.(изб.поп.)	Хроногр. (Изб. Поп.)	95
хроногр.1512	Хроногр.1512 г.	95
хроногр.1512 г	Хроногр.1512 г.	100
хроногр.1512г	Хроногр.1512 г.	96
хроногр.xv в	no match	probability was too low
хроногр.ак	no match	probability was too low
хроногр.с.куб	Хроногр.С.Куб.	100
хроногр.1512 г	Хроногр.1512 г.	100
хроногр.ак.н	no match	probability was too low
хронограф	no match	probability was too low
хронографа	no match	probability was too low
худ.о яж	no match	probability was too low
худ.о яжд.(прил.)	Худ. о яжд. (прил.)	95
цар	no match	probability was too low
цар.3.ііі, 4	no match	probability was too low
цар.гр	Цар.гр.	100
цар.и льв	Цар. и льв.	95
цар.ик	Цар.ик.	100
цар.ик	Цар.ик.	100
цар.лет	no match	probability was too low
цар.гр	Цар.гр.	100
цар.ик	Цар.ик.	100
царств.кн	Царств.кн.	100
царство кит	no match	probability was too low
цветник	Цветник	100
цветник, 113	no match	probability was too low
цен.кн.мехов	Цен.кн.мехов	100
церк.уст	no match	probability was too low
церк.уст	no match	probability was too low
церк.устав	no match	probability was too low
церк.устав влад	Церк.устав Влад.	100
церк.устав.влад	Церк.устав Влад.	100
цитата без исходных данных, не позднее	no match	probability was too low
цов.о царьграде	no match	probability was too low
ц҃рь и воинъ, бг҃ат и нищь в чину равнѣ.требник	no match	probability was too low
ч.ильи	Ч.Ильи.	100
ч.к.и д	Ч.К. и Д.	95
ч.николы	Ч.Николы, I	95
ч.николы	Ч.Николы, I	95
ч.серг.р, аз	no match	probability was too low
